Time,ECG,PCG,ACC
0.0028,20115.8,72.2,-962.0
0.0038,20086.2,13.200000000000003,-940.0
0.0048000000000000004,20075.2,98.40000000000005,-918.0
0.0058,20078.2,99.60000000000002,-901.0
0.0068000000000000005,20084.7,-3.600000000000051,-884.0
0.0078,20021.2,-82.39999999999996,-873.0
0.0088,19940.2,-140.00000000000006,-862.0
0.0098,19815.6,-178.2,-855.0
0.0108,19680.1,-193.8,-848.0
0.011800000000000001,19596.2,-192.0,-842.7368421052631
0.0128,19525.2,-177.39999999999998,-836.989898989899
0.0138,19522.6,-157.20000000000002,-826.8888888888889
0.0148,19537.1,-132.99999999999997,-818.1218274111675
0.0158,19553.6,-104.79999999999995,-819.1370558375635
0.0168,19570.6,-74.20000000000007,-819.5454545454545
0.0178,19565.2,-41.59999999999998,-816.5151515151515
0.0188,19554.2,-14.999999999999964,-814.0
0.0198,19557.714285714286,9.200000000000031,-814.0
0.020800000000000003,19564.85714285714,34.000000000000036,-812.4
0.0218,19596.4,49.400000000000006,-804.4
0.0228,19638.4,56.00000000000001,-794.969696969697
0.0238,19685.65,55.4,-779.8181818181818
0.0248,19735.15,45.40000000000003,-764.6497461928934
0.0258,19779.05,34.19999999999999,-749.4213197969543
0.0268,19820.55,21.59999999999998,-739.010101010101
0.027800000000000002,19834.05,-0.20000000000003126,-743.0505050505051
0.028800000000000003,19835.55,-29.000000000000043,-745.1776649746192
0.0298,19779.65,-42.2,-742.1319796954315
0.0308,19699.15,-48.80000000000001,-740.6
0.0318,19592.75,-82.80000000000005,-742.6
0.032799999999999996,19475.25,-100.59999999999994,-749.4545454545454
0.0338,19414.45,-95.80000000000005,-767.6363636363636
0.0348,19377.95,-106.79999999999991,-781.6243654822335
0.0358,19407.95,-111.6,-786.7005076142132
0.0368,19466.45,-104.79999999999998,-789.2929292929293
0.0378,19509.9,-107.0,-787.2727272727273
0.0388,19546.9,-110.4,-786.3756345177665
0.039799999999999995,19541.9,-91.00000000000014,-787.3908629441624
0.040799999999999996,19518.9,-64.40000000000015,-792.4
0.0418,19534.4,-71.79999999999991,-803.4
0.0428,19566.4,-84.6,-814.4444444444445
0.0438,19663.85,-58.99999999999995,-825.5555555555555
0.0448,19789.35,-37.59999999999997,-835.8375634517766
0.0458,19885.8,-27.599999999999987,-844.9746192893401
0.046799999999999994,19969.8,9.999999999999751,-851.3636363636364
0.047799999999999995,19974.0,39.799999999999855,-854.3939393939394
0.048799999999999996,19944.0,37.80000000000005,-854.0913705583756
0.0498,19909.45,49.59999999999991,-850.0304568527919
0.0508,19872.95,73.0,-852.0
0.0518,19880.2,67.59999999999998,-860.0
0.0528,19906.2,73.00000000000001,-865.010101010101
0.0538,19928.7,96.60000000000004,-867.030303030303
0.0548,19949.7,89.19999999999997,-867.4720812182741
0.055799999999999995,19935.0,78.80000000000005,-866.4568527918782
0.056799999999999996,19905.0,60.20000000000012,-860.4444444444445
0.0578,19854.0,44.000000000000085,-850.3434343434343
0.0588,19794.0,75.4,-850.6294416243654
0.0598,19715.8,62.39999999999996,-858.7512690355329
0.0608,19629.8,6.599999999999916,-865.0
0.0618,19544.85,18.000000000000043,-870.0
0.0628,19460.350000000002,45.59999999999985,-872.0
0.0638,19419.25,42.20000000000006,-872.0
0.0648,19396.75,37.600000000000016,-877.6649746192893
0.0658,19400.85,7.400000000000208,-886.8020304568528
0.0668,19416.35,-55.19999999999962,-891.969696969697
0.0678,19400.35,-110.59999999999971,-895.0
0.0688,19370.85,-160.19999999999973,-904.1624365482234
0.0698,19322.1,-243.59999999999948,-916.3451776649747
0.0708,19265.1,-294.80000000000024,-921.4736842105264
0.0718,19241.7,-256.5999999999995,-923.578947368421
0.0728,19232.7,-214.59999999999968,-909.5999999999998
0.0738,19255.55,-227.8000000000002,-891.5999999999998
0.0748,19292.05,-214.5999999999998,-886.4
0.07579999999999999,19335.9,-116.40000000000065,-884.4
0.0768,19382.9,-8.200000000000585,-890.4
0.0778,19440.05,48.19999999999976,-898.4
0.0788,19501.55,83.39999999999982,-902.4
0.0798,19564.1,111.59999999999985,-905.4
0.0808,19627.1,122.54455445544554,-906.0
0.0818,19668.4,127.91089108910892,-906.0
0.0828,19700.4,117.4158415841585,-908.7272727272727
0.0838,19717.35,85.02970297029721,-911.7575757575758
0.0848,19727.85,63.20792079207922,-911.0659898477157
0.0858,19724.7,56.029702970297016,-910.0507614213197
0.0868,19715.7,40.34653465346521,-922.4747474747476
0.0878,19667.5,21.990099009900803,-935.6060606060607
0.0888,19602.5,11.29702970297026,-938.9543147208122
0.0898,19513.7,4.079207920792048,-942.0
0.09079999999999999,19414.7,-15.49999999999979,-944.0
0.09179999999999999,19355.25,-30.000000000000014,-946.0
0.0928,19312.75,-24.599999999999934,-943.979797979798
0.0938,19324.15,-18.199999999999978,-942.3654822335023
0.0948,19358.65,-9.999999999999945,-960.6395939086293
0.0958,19403.65,1.400000000000066,-977.5454545454546
0.0968,19453.15,8.500000000000028,-968.4545454545455
0.0978,19487.6,13.500000000000028,-958.7918781725888
0.0988,19515.6,23.400000000000066,-941.5329949238578
0.0998,19539.4,35.40000000000006,-925.1
0.1008,19561.4,30.599999999999934,-916.1
0.1018,19583.4,26.299999999999994,-909.4141414141415
0.1028,19605.4,30.900000000000038,-923.5555555555555
0.1038,19621.45,23.199999999999925,-937.0964467005076
0.1048,19634.95,19.700000000000006,-946.233502538071
0.1058,19637.95,24.900000000000038,-953.6969696969697
0.1068,19636.45,15.099999999999905,-951.6767676767677
0.10779999999999999,19614.3,7.199999999999994,-950.1725888324873
0.1088,19583.3,12.30000000000005,-951.1878172588832
0.1098,19524.649999999998,5.199999999999923,-951.6
0.1108,19454.149999999998,-2.5000000000000275,-949.6
0.1118,19370.0,-1.199999999999978,-948.8080808080808
0.1128,19280.0,-8.400000000000066,-952.8484848484849
0.1138,19209.95,-15.500000000000028,-955.5532994923858
0.1148,19148.45,-16.299999999999994,-953.5228426395939
0.1158,19131.75,-22.30000000000005,-952.0
