Time,ECG,PCG,ACC
0.003,-29955.0,1.0,4472.0
0.004,-30463.4,8.0,4465.939393939394
0.005,-30897.4,13.0,4460.040609137056
0.006,-31365.6,11.0,4462.071065989848
0.007,-31856.6,9.0,4463.444444444444
0.008,-32357.8,13.0,4452.333333333333
0.009000000000000001,-32865.8,15.999999999999991,4441.8578680203045
0.01,-33141.9,11.0,4439.827411167513
0.011,-33263.4,6.0,4438.8
0.012,-33101.1,4.0,4446.8
0.013000000000000001,-32749.6,2.999999999999993,4453.090909090909
0.013999999999999999,-32380.7,-0.9999999999999929,4444.0
0.015,-32000.2,-4.0,4435.51269035533
0.016,-31763.4,-13.0,4431.4517766497465
0.017,-31622.4,-24.0,4426.181818181818
0.018,-31501.2,-11.0,4414.060606060606
0.019,-31393.2,2.0,4404.0
0.02,-31246.5,-9.0,4404.0
0.021,-31074.0,-6.0,4403.8
0.022,-30991.2,11.0,4402.8
0.023,-30968.2,11.0,4400.989898989899
0.024,-31097.9,12.0,4395.939393939394
0.024999999999999998,-31329.4,19.99999999999997,4393.563451776649
0.026,-31671.3,16.0,4400.670050761421
0.027,-32086.8,14.0,4406.0
0.028,-32531.100000000002,20.0,4406.0
0.029,-32994.6,9.0,4409.289340101523
0.03,-33294.9,6.0,4421.472081218274
0.031,-33486.4,12.0,4430.0
0.032,-33417.8,4.0,4430.0
0.033,-33175.8,-1.0,4433.030303030303
0.034,-32913.7,-3.0,4443.131313131313
0.035,-32638.2,-3.0,4450.0
0.036000000000000004,-32517.8,-2.0,4450.0
0.037000000000000005,-32500.8,-2.0000000000000346,4454.595959595959
0.038000000000000006,-32431.6,-7.000000000000049,4467.727272727273
0.03900000000000001,-32327.6,-14.000000000000021,4476.0
0.04,-32124.6,-17.0,4476.0
0.041,-31855.6,-20.0,4478.0
0.042,-31796.0,-24.0,4483.0
0.043000000000000003,-31876.0,-24.999999999999936,4486.0
0.044000000000000004,-32121.9,-15.999999999999924,4486.0
0.045000000000000005,-32478.4,-5.0000000000000275,4488.984771573604
0.046000000000000006,-32626.7,-8.999999999999979,4496.091370558375
0.047,-32636.2,-6.0,4505.0
0.048,-32594.4,17.0,4516.111111111111
0.049,-32518.4,49.0,4530.588832487309
0.05,-32791.0,80.0,4548.862944162436
0.051000000000000004,-33296.0,83.99999999999991,4565.5
0.052000000000000005,-33833.700000000004,71.99999999999997,4580.5
0.053000000000000005,-34393.200000000004,66.99999999999984,4587.49494949495
0.054000000000000006,-34501.799999999996,43.999999999999694,4586.484848484848
0.05500000000000001,-34309.799999999996,-2.0122792321330945e-13,4583.36040609137
0.056,-33973.799999999996,-29.0,4578.284263959391
0.057,-33541.799999999996,-34.0,4579.333333333333
0.058,-33349.8,-28.0,4585.393939393939
0.059000000000000004,-33317.8,-19.999999999999925,4584.527918781726
0.060000000000000005,-33222.5,-8.99999999999996,4578.436548223351
0.061000000000000006,-33085.0,-3.0000000000000484,4570.315789473684
0.062000000000000006,-32711.699999999993,-10.000000000000117,4560.8421052631575
0.063,-32181.199999999997,-27.0,4555.9
0.064,-31842.399999999998,-45.0,4552.9
0.065,-31631.399999999998,-56.0,4553.4
0.066,-31787.9,-54.0,4555.4
0.067,-32189.4,-39.0,4548.3
0.068,-32664.4,-15.0,4537.3
0.069,-33188.4,-4.0,4536.8
0.07,-33663.200000000004,-9.0,4540.8
0.07100000000000001,-34105.200000000004,-8.99999999999989,4544.210526315789
0.07200000000000001,-34443.4,-1.0,4547.368421052632
0.07300000000000001,-34712.4,-1.0000000000000278,4554.464646464647
0.07400000000000001,-34587.799999999996,-2.9999999999999583,4562.545454545455
0.07500000000000001,-34200.799999999996,2.7755575615628888e-14,4557.340101522843
0.076,-33474.20000000001,2.0,4549.218274111675
0.077,-32521.20000000001,7.0,4543.707070707071
0.078,-31813.600000000006,3.0,4538.656565656565
0.079,-31269.600000000006,-8.0,4540.649746192894
0.08,-31194.8,-11.0,4543.6954314720815
0.081,-31432.8,-10.0,4548.5
0.082,-31717.0,-8.0,4553.5
0.083,-32032.0,-11.0,4556.727272727273
0.084,-32163.4,-22.0,4559.757575757576
0.085,-32172.4,-17.0,4556.2639593908625
0.08600000000000001,-32255.2,-5.9999999999999725,4552.203045685279
0.08700000000000001,-32387.2,-3.9999999999999445,4553.919191919192
0.08800000000000001,-32679.7,5.5511151231257777e-14,4555.939393939394
0.08900000000000001,-33079.200000000004,4.000000000000014,4558.954314720812
0.09000000000000001,-33377.3,5.000000000000042,4562.0
0.091,-33607.799999999996,8.0,4548.0
0.092,-33638.8,9.0,4534.0
0.093,-33536.8,7.0,4541.070707070707
0.094,-33379.9,3.0,4547.6954314720815
0.095,-33186.4,3.0,4532.467005076142
0.096,-32995.3,3.0,4517.646464646465
0.097,-32805.8,-4.0,4510.575757575758
0.098,-32657.7,-9.0,4504.213197969543
0.099,-32537.2,1.0,4507.258883248731
0.1,-32567.0,9.0,4510.8
0.101,-32697.0,7.0,4518.8
0.10200000000000001,-32856.7,6.0000000000000835,4525.595959595959
0.10300000000000001,-33036.2,12.00000000000004,4521.555555555556
0.10400000000000001,-33010.5,14.99999999999993,4517.878172588832
0.10500000000000001,-32848.0,9.999999999999972,4516.862944162436
0.10600000000000001,-32649.2,8.000000000000014,4515.242424242424
0.10700000000000001,-32426.2,8.99999999999996,4510.191919191919
0.108,-32488.799999999996,6.0,4506.862944162436
0.109,-32741.799999999996,-1.0,4511.9390862944165
0.11,-33120.2,-7.0,4514.6
0.111,-33582.2,-10.0,4507.6
0.112,-33806.6,-10.0,4501.595959595959
0.113,-33872.6,-4.0,4499.575757575758
0.114,-33716.9,1.0,4495.766497461929
0.115,-33413.4,-4.0,4485.61421319797
0.116,-33097.9,-3.0,4474.212121212121
0.117,-32774.4,5.0,4459.060606060606
0.11800000000000001,-32537.0,6.999999999999889,4448.0
0.11900000000000001,-32357.0,-1.0000000000000278,4448.0
0.12000000000000001,-32310.5,-2.9999999999999027,4445.9
0.12100000000000001,-32353.0,3.9999999999999445,4438.9
0.12200000000000001,-32480.303030303032,-8.326672684688666e-14,4432.181818181818
0.123,-32664.141414141413,-6.0,4426.121212121212
0.124,-32805.441624365485,-2.0,4424.274111675127
0.125,-32920.67005076142,0.0,4431.380710659899
0.126,-33043.72727272727,2.0,4437.767676767677
0.127,-33171.0,5.0,4442.818181818182
0.128,-33388.492385786805,4.0,4449.005076142132
0.129,-33650.42131979696,6.0,4457.1269035533
0.13,-33830.15,11.0,4470.421052631579
0.131,-33974.65,10.0,4491.473684210527
0.132,-33964.1,7.0,4507.5
0.133,-33887.1,5.0,4518.5
0.134,-33777.2,7.0,4526.0
0.135,-33653.2,6.0,4530.0
0.136,-33437.15,4.0,4538.0
0.137,-33181.65,1.0,4550.0
0.138,-32883.799999999996,-4.0,4560.5
0.139,-32567.8,-2.0,4569.5
0.14,-32599.0,3.0,4575.0526315789475
0.14100000000000001,-32779.0,-3.000000000000111,4577.1578947368425
0.14200000000000002,-33160.600000000006,-7.0,4581.030303030303
0.14300000000000002,-33628.600000000006,-6.9999999999999725,4586.080808080808
0.14400000000000002,-33607.65,-5.999999999999945,4588.0
0.14500000000000002,-33377.15,-3.9999999999999725,4588.0
0.14600000000000002,-32881.7,-3.0000000000001386,4584.717171717171
0.14700000000000002,-32272.699999999997,-8.0,4579.666666666667
0.148,-32309.09999999999,-8.0,4575.279187817259
0.149,-32622.09999999999,-1.0,4571.218274111675
0.15,-33300.849999999984,2.0,4569.3
0.151,-34136.349999999984,3.0,4568.3
0.152,-34333.1,5.0,4561.636363636364
0.153,-34256.1,4.0,4552.545454545455
0.154,-33826.30000000001,-1.0,4536.111675126904
0.155,-33245.30000000001,-1.0,4516.822335025381
0.156,-33156.049999999996,-1.0,4512.0
0.157,-33277.549999999996,-8.0,4512.0
0.158,-33409.2,-7.0,4508.091370558375
0.159,-33545.2,-10.0,4503.015228426396
0.16,-33033.70000000001,-24.0,4499.6
0.161,-32244.699999999997,-25.0,4496.6
0.162,-31722.05,-14.0,4496.80808080808
0.163,-31313.55,-6.0,4497.818181818182
0.164,-32038.350000000006,-6.0,4497.167512690356
0.165,-33248.850000000006,-11.0,4496.15228426396
0.166,-34521.30000000001,-9.0,4487.414141414141
0.167,-35820.30000000001,1.0,4477.313131313132
0.168,-35881.0,4.0,4460.1015228426395
0.169,-35411.0,-3.0,4441.827411167513
0.17,-34302.59999999999,-3.0,4435.5
0.171,-32920.59999999999,4.0,4430.5
0.17200000000000001,-32194.85,2.999999999999917,4430.0
0.17300000000000001,-31750.35,1.1102230246251555e-13,4430.0
0.17400000000000002,-31955.100000000002,3.9999999999999725,4435.604060913705
0.17500000000000002,-32438.100000000002,2.9999999999999725,4441.6954314720815
0.17600000000000002,-32761.850000000002,2.0000000000000275,4451.595959595959
0.17700000000000002,-33017.35,2.9999999999999445,4461.69696969697
0.17800000000000002,-32921.45,0.9999999999999445,4475.786802030457
0.179,-32674.950000000004,-1.0,4490.0
0.18,-32440.700000000004,-3.0,4496.0
0.181,-32211.700000000004,-5.0,4502.0
0.182,-32163.649999999998,-5.0,4489.878787878788
0.183,-32193.149999999998,-7.0,4478.040609137056
0.184,-32345.499999999996,-10.0,4480.071065989848
0.185,-32550.499999999996,-7.0,4482.454545454546
0.186,-32851.74999999999,-7.0,4491.545454545455
0.187,-33194.24999999999,-8.0,4500.852791878173
0.188,-33528.34999999999,-9.0,4513.035532994923
0.189,-33858.84999999999,-7.0,4524.2
0.19,-33960.1,4.0,4526.2
0.191,-33963.1,4.0,4528.909090909091
0.192,-33755.4,0.0,4538.0
0.193,-33457.4,16.0,4545.756345177665
0.194,-33236.75,22.0,4543.725888324873
0.195,-33049.25,13.0,4542.151515151515
0.196,-33006.3,9.0,4543.161616161617
0.197,-33025.3,11.0,4541.928934010152
0.198,-32974.65,9.0,4529.746192893401
0.199,-32894.15,6.0,4520.842105263158
0.2,-32756.6,-3.0,4525.0526315789475
0.201,-32594.6,-11.0,4523.799999999999
0.202,-32574.35,-2.0,4509.799999999999
0.203,-32614.85,0.0,4500.0
0.20400000000000001,-32711.7,-11.000000000000055,4500.0
0.20500000000000002,-32832.7,-13.0,4498.8
0.20600000000000002,-32840.3,-13.00000000000011,4494.8
0.20700000000000002,-32799.3,-16.99999999999986,4490.2
0.20800000000000002,-32797.5,-11.999999999999806,4484.2
0.20900000000000002,-32812.5,-5.00000000000025,4481.578947368421
0.21000000000000002,-32995.5,-14.000000000000083,4486.842105263158
0.21100000000000002,-33250.5,-16.9999999999995,4490.404040404041
0.212,-33472.95,1.0,4491.414141414141
0.213,-33681.45,10.0,4493.705583756345
0.214,-33726.5,14.0,4497.766497461929
0.215,-33701.5,27.0,4502.272727272727
0.216,-33647.450000000004,25.0,4507.323232323232
0.217,-33580.950000000004,22.0,4505.228426395939
0.218,-33544.55,29.0,4495.076142131979
0.219,-33521.05,29.0,4495.5
0.22,-33461.5,29.0,4506.5
0.221,-33386.5,28.0,4518.565656565656
0.222,-33349.3,23.0,4531.69696969697
0.223,-33328.3,15.0,4537.472081218274
0.224,-33460.6,4.0,4536.456852791878
0.225,-33658.6,-3.0,4536.0
